muni_code;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22;prop_esgot;prop_abast;prop_residuo
2309201;Nova Olinda;23;CE;n„o metropolitana;caatinga;603,88;As;15437;44,16;80,99;68,35
2309300;Nova Russas;23;CE;n„o metropolitana;caatinga;271,99;As;30518;20,92;92,46;69,64
2309409;Novo Oriente;23;CE;n„o metropolitana;caatinga;453,33;BSh;27566;26,38;78,68;44,7
2309458;Ocara;23;CE;n„o metropolitana;caatinga;92,69;As;24483;11,57;53,9;43,12
2309508;Or√≥s;23;CE;n„o metropolitana;caatinga;232,76;BSh;19675;37,65;88,29;74,1
2309607;Pacajus;23;CE;metropolitana;caatinga;72,76;As;67168;7,07;80,04;82,22
2309706;Pacatuba;23;CE;metropolitana;caatinga;124,57;As;82432;77,56;97,76;93,96
2309805;Pacoti;23;CE;n„o metropolitana;caatinga;624,32;As;10467;45,55;79,02;67,88
2309904;Pacuj√°;23;CE;n„o metropolitana;caatinga;203,23;As;6136;46,71;72,55;68,96
2310001;Palhano;23;CE;n„o metropolitana;caatinga;51,3;As;9335;16,08;72,01;54,11
2310100;Palm√°cia;23;CE;n„o metropolitana;caatinga;350,95;As;10173;14,12;60,64;53,31
2310209;Paracuru;23;CE;metropolitana;caatinga;32,64;As;40046;31,92;94,64;76,45
2310258;Paraipaba;23;CE;metropolitana;caatinga;41,42;As;32278;29,24;89,13;53,97
2310308;Parambu;23;CE;n„o metropolitana;caatinga;546,87;BSh;31066;30,65;63,79;48,2
2310407;Paramoti;23;CE;n„o metropolitana;caatinga;164,04;BSh;10369;10,46;69,21;52,19
2310506;Pedra Branca;23;CE;n„o metropolitana;caatinga;523,67;BSh;37661;36,59;73,48;59,81
2310605;Penaforte;23;CE;n„o metropolitana;caatinga;511,77;BSh;8839;57,1;79,25;71,17
2310704;Pentecoste;23;CE;n„o metropolitana;caatinga;84,51;As;37853;28,05;80,2;62,26
2310803;Pereiro;23;CE;n„o metropolitana;caatinga;520,92;As;15279;13,09;78,53;39,85
2310852;Pindoretama;23;CE;metropolitana;caatinga;34,45;As;24329;1,23;87,36;69,55
2310902;Piquet Carneiro;23;CE;n„o metropolitana;caatinga;304,15;As;16926;5,23;66,51;54,86
2310951;Pires Ferreira;23;CE;n„o metropolitana;caatinga;193,73;As;10603;5,67;72,28;34,8
2311009;Poranga;23;CE;n„o metropolitana;caatinga;452,24;As;11742;11,74;80,72;42,67
2311108;Porteiras;23;CE;n„o metropolitana;caatinga;617,24;As;17060;30,35;65,43;44,12
2311207;Potengi;23;CE;n„o metropolitana;caatinga;568,02;BSh;9637;7,99;67,4;57,28
2311231;Potiretama;23;CE;n„o metropolitana;caatinga;162,82;As;5977;0,82;52,2;55,25
2311264;Quiterian√≥polis;23;CE;n„o metropolitana;caatinga;557,7;BSh;19624;15,34;61,07;34,41
2311306;Quixad√°;23;CE;n„o metropolitana;caatinga;201,72;As;80701;54,11;73,26;69,87
2311355;Quixel√¥;23;CE;n„o metropolitana;caatinga;244,17;BSh;15896;23,43;82,61;35,83
2311405;Quixeramobim;23;CE;n„o metropolitana;caatinga;245,53;BSh;78502;43,94;78,72;56,16
2311504;Quixer√©;23;CE;n„o metropolitana;caatinga;111,35;As;20863;2,84;89,21;77,64
2311603;Reden√ß√£o;23;CE;n„o metropolitana;caatinga;285,86;As;25813;17,02;72,84;63,29
2311702;Reriutaba;23;CE;n„o metropolitana;caatinga;259,64;As;18603;5,84;77,73;52,03
2311801;Russas;23;CE;n„o metropolitana;caatinga;65,52;As;72609;28,88;88,01;72,3
2311900;Saboeiro;23;CE;n„o metropolitana;caatinga;399,2;BSh;13755;9,1;62,66;54
2311959;Salitre;23;CE;n„o metropolitana;caatinga;686,89;BSh;16635;11,73;13,54;34,17
2312007;Santana Do Acara√∫;23;CE;n„o metropolitana;caatinga;86,82;As;28436;36,22;62,21;46,98
2312106;Santana Do Cariri;23;CE;n„o metropolitana;caatinga;773,57;As;16981;21,95;61,11;54,67
2312205;Santa Quit√©ria;23;CE;n„o metropolitana;caatinga;289,59;BSh;40239;23,66;70,39;42,57
2312304;S√£o Benedito;23;CE;n„o metropolitana;caatinga;775,92;As;47657;28,1;86,71;53,32
2312403;S√£o Gon√ßalo Do Amarante;23;CE;metropolitana;caatinga;42,24;As;60126;26,06;84,32;70,89
2312502;S√£o Jo√£o Do Jaguaribe;23;CE;n„o metropolitana;caatinga;71,79;BSh;5855;24,17;96,16;43,02
2312601;S√£o Lu√≠s Do Curu;23;CE;metropolitana;caatinga;52,76;As;10856;4,05;69,29;59,84
2312700;Senador Pompeu;23;CE;n„o metropolitana;caatinga;260,86;As;24256;36,83;76,89;56,81
2312809;Senador S√°;23;CE;n„o metropolitana;caatinga;85,52;As;7262;7,84;82,46;41,06
2312908;Sobral;23;CE;n„o metropolitana;caatinga;165,53;As;219030;75,69;95;88,54
2313005;Solon√≥pole;23;CE;n„o metropolitana;caatinga;201,88;BSh;18083;12,98;75,99;53,39
2313104;Tabuleiro Do Norte;23;CE;n„o metropolitana;caatinga;101,72;BSh;30655;24,61;77,81;66,33
2313203;Tamboril;23;CE;n„o metropolitana;caatinga;390,53;BSh;24812;11,91;83,42;50,08
2313252;Tarrafas;23;CE;n„o metropolitana;caatinga;408,12;As;7530;2,41;77,41;42,88
2313302;Tau√°;23;CE;n„o metropolitana;caatinga;489,2;BSh;56086;33,5;78,52;61,97
2313351;Teju√ßuoca;23;CE;n„o metropolitana;caatinga;188,98;BSh;17149;2,73;60,04;43,3
2313401;Tiangu√°;23;CE;n„o metropolitana;caatinga;591,26;As;81656;40,36;89,94;61,58
2313500;Trairi;23;CE;metropolitana;caatinga;43,37;As;58122;6,34;75,99;38,41
2313559;Tururu;23;CE;n„o metropolitana;caatinga;95,83;As;15432;1,65;79,47;52,92
2313609;Ubajara;23;CE;n„o metropolitana;caatinga;614,67;As;32778;8,25;80,74;59,54
2313708;Umari;23;CE;n„o metropolitana;caatinga;305,01;As;6874;14,52;80,47;40,33
2313757;Umirim;23;CE;n„o metropolitana;caatinga;108,89;As;17491;7,21;79,83;57,52
2313807;Uruburetama;23;CE;n„o metropolitana;caatinga;378,36;As;20259;19,16;76,89;77,15
2313906;Uruoca;23;CE;n„o metropolitana;caatinga;90,06;As;13651;24,9;71,33;54,38
2313955;Varjota;23;CE;n„o metropolitana;caatinga;166,54;As;18105;25,26;91,82;75,64
2314003;V√°rzea Alegre;23;CE;n„o metropolitana;caatinga;368,67;As;38825;18,43;85,21;57,91
2314102;Vi√ßosa Do Cear√°;23;CE;n„o metropolitana;caatinga;460,78;As;59470;9,58;65,81;31,94
2400109;Acari;24;RN;n„o metropolitana;caatinga;338,81;BSh;10589;82,24;94,5;89,43
2400208;A√ßu;24;RN;n„o metropolitana;caatinga;86,9;BSh;56482;13,63;88,83;86,38
2400307;Afonso Bezerra;24;RN;n„o metropolitana;caatinga;76,77;BSh;10838;51,82;76,2;58,46
2400406;√Ågua Nova;24;RN;n„o metropolitana;caatinga;304,44;As;2951;7,07;86,49;65,66
2400505;Alexandria;24;RN;n„o metropolitana;caatinga;346,08;As;13211;57,25;84,87;68,74
2400604;Almino Afonso;24;RN;n„o metropolitana;caatinga;293,27;As;4689;12,61;73,19;67,83
2400703;Alto Do Rodrigues;24;RN;n„o metropolitana;caatinga;38,51;BSh;12538;8,2;85,86;95,89
2400802;Angicos;24;RN;n„o metropolitana;caatinga;123,98;BSh;11641;38,29;90,47;81,49
2400901;Ant√¥nio Martins;24;RN;n„o metropolitana;caatinga;341,03;As;6577;24,82;84,71;52,9
2401008;Apodi;24;RN;n„o metropolitana;caatinga;126,04;As;36118;10,29;71,44;62,35
2401107;Areia Branca;24;RN;n„o metropolitana;caatinga;82,73;BSh;24076;29,05;86,47;93,81
2401206;Ar√™s;24;RN;n„o metropolitana;mata atlantica;66,03;As;13268;20,16;86,96;81,79
2401305;Augusto Severo;24;RN;n„o metropolitana;caatinga;158,74;BSh;10319;17,49;55,02;52,41
2401404;Ba√≠a Formosa;24;RN;n„o metropolitana;mata atlantica;35,55;As;8825;10,36;90,93;93,41
2401453;Bara√∫na;24;RN;n„o metropolitana;caatinga;99,83;As;26949;9,68;80,07;70,68
2401503;Barcelona;24;RN;n„o metropolitana;caatinga;163,82;BSh;4003;25,33;80,12;57,52
2401602;Bento Fernandes;24;RN;n„o metropolitana;caatinga;133,51;As;4796;13,78;75,37;65,05
2401651;Bod√≥;24;RN;n„o metropolitana;caatinga;484,61;BSh;2309;40,57;76,84;58,56
2401701;Bom Jesus;24;RN;n„o metropolitana;caatinga;115,81;As;9713;10,51;87,55;76,14
2401800;Brejinho;24;RN;n„o metropolitana;caatinga;113;As;12205;31,56;87;79,13
2401859;Cai√ßara Do Norte;24;RN;n„o metropolitana;caatinga;34,48;BSh;6282;40,41;92,21;96,38
2401909;Cai√ßara Do Rio Do Vento;24;RN;n„o metropolitana;caatinga;232,15;BSh;3274;58,52;89,46;83,08
2402006;Caic√≥;24;RN;n„o metropolitana;caatinga;228,69;BSh;61160;76,84;93,35;88,4
2402105;Campo Redondo;24;RN;n„o metropolitana;caatinga;482,79;As;10217;45,58;50,77;60,78
2402204;Canguaretama;24;RN;n„o metropolitana;mata atlantica;56,44;As;29377;5,29;92,08;83,12
2402303;Cara√∫bas;24;RN;n„o metropolitana;caatinga;126,87;BSh;19766;12,79;78,78;72,47
2402402;Carna√∫ba Dos Dantas;24;RN;n„o metropolitana;caatinga;459,7;BSh;7949;16,75;79,09;91,76
2402501;Carnaubais;24;RN;n„o metropolitana;caatinga;46,37;BSh;9704;45,28;87,53;78,71
2402600;Cear√°-Mirim;24;RN;metropolitana;caatinga;45,88;As;78486;55,11;81,18;62,48
2402709;Cerro Cor√°;24;RN;n„o metropolitana;caatinga;497,27;BSh;11002;4,75;67,07;54,79
2402808;Coronel Ezequiel;24;RN;n„o metropolitana;caatinga;513;As;5092;20,22;51,3;56,65
2402907;Coronel Jo√£o Pessoa;24;RN;n„o metropolitana;caatinga;517,4;As;4237;0,32;86,01;50,66
2403004;Cruzeta;24;RN;n„o metropolitana;caatinga;277,75;BSh;8008;66,19;85,02;80,64
2403103;Currais Novos;24;RN;n„o metropolitana;caatinga;419,31;BSh;41341;83,43;89,85;90,63
2403202;Doutor Severiano;24;RN;n„o metropolitana;caatinga;509,29;As;7049;25,41;90,91;47,09
2403251;Parnamirim;24;RN;metropolitana;caatinga;41,69;As;252950;57,58;98,72;98,9
2403301;Encanto;24;RN;n„o metropolitana;caatinga;280,51;As;6017;16,07;78,59;65,83
2403400;Equador;24;RN;n„o metropolitana;caatinga;526,9;BSh;5355;50,43;78,86;78,57
2403509;Esp√≠rito Santo;24;RN;n„o metropolitana;mata atlantica;97,71;As;10622;19,89;89,32;70,54
2403608;Extremoz;24;RN;metropolitana;caatinga;27,56;As;61381;37,81;93,88;77,27
2403707;Felipe Guerra;24;RN;n„o metropolitana;caatinga;74,73;BSh;5970;4,91;77,06;61,2
2403756;Fernando Pedroza;24;RN;n„o metropolitana;caatinga;220,35;BSh;2937;7,05;79,69;81,1
2403806;Flor√¢nia;24;RN;n„o metropolitana;caatinga;346,47;BSh;10199;73,5;83,2;77,08
2403905;Francisco Dantas;24;RN;n„o metropolitana;caatinga;265,96;As;2700;1,08;80;64,43
2404002;Frutuoso Gomes;24;RN;n„o metropolitana;caatinga;287,02;As;4122;1,62;81,23;65,79
2404101;Galinhos;24;RN;n„o metropolitana;caatinga;21,23;BSh;2105;0,9;74,02;91,04
2404200;Goianinha;24;RN;n„o metropolitana;mata atlantica;66,66;As;27079;43,25;80,35;89,56
2404309;Governador Dix-Sept Rosado;24;RN;n„o metropolitana;caatinga;77,02;BSh;11926;31,58;59,72;53,21
2404408;Grossos;24;RN;n„o metropolitana;caatinga;14,91;BSh;9742;17,68;87,02;86,91
2404507;Guamar√©;24;RN;n„o metropolitana;caatinga;22,57;BSh;15312;37,31;87,74;95,16
2404606;Ielmo Marinho;24;RN;n„o metropolitana;caatinga;78,99;As;11614;18,96;51,89;40,79
2404705;Ipangua√ßu;24;RN;n„o metropolitana;caatinga;43,25;BSh;14164;18,44;74,92;70,34
2404804;Ipueira;24;RN;n„o metropolitana;caatinga;232,7;BSh;2035;1,88;94,38;91,25
2404853;Itaj√°;24;RN;n„o metropolitana;caatinga;77,22;BSh;7298;15,58;88,62;86,87
2404903;Ita√∫;24;RN;n„o metropolitana;caatinga;140,59;As;5317;3,29;89,12;84,57
2405009;Ja√ßan√£;24;RN;n„o metropolitana;caatinga;627,02;As;10247;0,73;64,86;78,39
2405108;Janda√≠ra;24;RN;n„o metropolitana;caatinga;124,59;BSh;6570;14,87;71,66;78,99
2405207;Jandu√≠s;24;RN;n„o metropolitana;caatinga;161,98;BSh;4767;41,76;77,69;79,48
2405306;Janu√°rio Cicco;24;RN;n„o metropolitana;caatinga;126,56;As;9054;12,02;76,74;44,68
2405405;Japi;24;RN;n„o metropolitana;caatinga;312,77;BSh;5123;52,98;58,06;74,11
2405504;Jardim De Angicos;24;RN;n„o metropolitana;caatinga;161,69;BSh;2436;9,04;45,06;34,93
2405603;Jardim De Piranhas;24;RN;n„o metropolitana;caatinga;141,84;BSh;13969;21,13;82,66;77,73
2405702;Jardim Do Serid√≥;24;RN;n„o metropolitana;caatinga;240,41;BSh;11623;73,74;91,01;84,82
2405801;Jo√£o C√¢mara;24;RN;n„o metropolitana;caatinga;167,84;BSh;33191;17,54;78,63;74,56
2405900;Jo√£o Dias;24;RN;n„o metropolitana;caatinga;452;As;2076;37,63;79,66;51,47
2406007;Jos√© Da Penha;24;RN;n„o metropolitana;caatinga;316,85;As;5799;21,69;93,85;62,92
2406106;Jucurutu;24;RN;n„o metropolitana;caatinga;172,83;BSh;17779;31,86;86,84;68,51
2406155;Jundi√°;24;RN;n„o metropolitana;caatinga;106,87;As;3737;6,75;71,24;71,82
2406205;Lagoa D'anta;24;RN;n„o metropolitana;caatinga;154,73;As;6680;6,65;87,41;74,27
2406304;Lagoa De Pedras;24;RN;n„o metropolitana;caatinga;101,1;As;7340;8,48;62,66;49,95
2406403;Lagoa De Velhos;24;RN;n„o metropolitana;caatinga;147,37;BSh;2569;18,69;87,5;69,48
2406502;Lagoa Nova;24;RN;n„o metropolitana;caatinga;661,49;BSh;15584;46,39;85,06;55,13
2406601;Lagoa Salgada;24;RN;n„o metropolitana;caatinga;102,58;As;8334;2,25;77,91;62,38
2406700;Lajes;24;RN;n„o metropolitana;caatinga;251,86;BSh;9866;61,07;78,74;77,72
2406809;Lajes Pintadas;24;RN;n„o metropolitana;caatinga;388,93;As;4779;34,55;68,64;67,5
2406908;Lucr√©cia;24;RN;n„o metropolitana;caatinga;262,68;As;3490;72,95;80,68;93,96
2407005;Lu√≠s Gomes;24;RN;n„o metropolitana;caatinga;487,82;As;9083;3,88;85;68,58
2407104;Maca√≠ba;24;RN;metropolitana;caatinga;78,71;As;81584;19,55;86,5;80,6
2407203;Macau;24;RN;n„o metropolitana;caatinga;27,54;BSh;27395;70,66;90,16;92,55
2407252;Major Sales;24;RN;n„o metropolitana;caatinga;312,25;As;3924;20,83;98,81;88,24
2407302;Marcelino Vieira;24;RN;n„o metropolitana;caatinga;259,95;As;7896;31,01;88,64;55,62
2407401;Martins;24;RN;n„o metropolitana;caatinga;442,54;As;8178;0,29;76,2;67,66
2407500;Maxaranguape;24;RN;metropolitana;caatinga;29,28;As;10262;5,51;96;69,82
2407609;Messias Targino;24;RN;n„o metropolitana;caatinga;179,74;As;4283;17,52;76,87;86,73
2407708;Montanhas;24;RN;n„o metropolitana;caatinga;86,05;As;11459;5,33;92,37;82,16
2407807;Monte Alegre;24;RN;metropolitana;caatinga;86,18;As;22950;23,59;92,77;67,48
2407906;Monte Das Gameleiras;24;RN;n„o metropolitana;caatinga;341,77;As;2277;25,23;74,32;71,1
2408003;Mossor√≥;24;RN;n„o metropolitana;caatinga;55,03;BSh;264181;64,9;92,76;92,91
2408102;Natal;24;RN;metropolitana;mata atlantica;40,89;As;751932;62,77;99,08;98,91
2408201;N√≠sia Floresta;24;RN;metropolitana;mata atlantica;41,37;As;30952;21,49;85,23;85,46
2408300;Nova Cruz;24;RN;n„o metropolitana;caatinga;100,14;As;34252;14,13;81,96;77,06
2408409;Olho D'√°gua Do Borges;24;RN;n„o metropolitana;caatinga;170,66;As;3896;2,41;80,53;75
2408508;Ouro Branco;24;RN;n„o metropolitana;caatinga;242,16;BSh;4912;16,85;83,3;70,91
2408607;Paran√°;24;RN;n„o metropolitana;caatinga;342,39;As;3934;1,15;88,95;57,13
2408706;Para√∫;24;RN;n„o metropolitana;caatinga;110,24;BSh;3589;18,63;85;83,28
2408805;Parazinho;24;RN;n„o metropolitana;caatinga;109,63;BSh;4796;44,85;86,5;71,36
2408904;Parelhas;24;RN;n„o metropolitana;caatinga;368,37;BSh;21464;70,95;90,72;88,67
2408953;Rio Do Fogo;24;RN;n„o metropolitana;caatinga;27,63;As;10268;0,9;95,91;82,48
2409100;Passa E Fica;24;RN;n„o metropolitana;caatinga;159,04;As;10892;59,58;87,26;83,75
2409209;Passagem;24;RN;n„o metropolitana;caatinga;78,68;As;3119;6,16;77,22;64,88
2409308;Patu;24;RN;n„o metropolitana;caatinga;236,77;As;11001;21,85;62,71;84,32
2409332;Santa Maria;24;RN;n„o metropolitana;caatinga;103,5;As;4843;0,91;72,64;71,42
2409407;Pau Dos Ferros;24;RN;n„o metropolitana;caatinga;222,32;As;30403;57,56;96,87;91,57
2409506;Pedra Grande;24;RN;n„o metropolitana;caatinga;36,97;As;3611;3,1;67;75,86
2409605;Pedra Preta;24;RN;n„o metropolitana;caatinga;203,38;BSh;2450;4,08;41,54;40,93
2409704;Pedro Avelino;24;RN;n„o metropolitana;caatinga;128,85;BSh;6241;49,43;71,22;64,14
2409803;Pedro Velho;24;RN;n„o metropolitana;caatinga;80,65;As;13860;36,4;96,69;70,97
2409902;Pend√™ncias;24;RN;n„o metropolitana;caatinga;34,37;BSh;12273;61,74;91,99;95,44
2410009;Pil√µes;24;RN;n„o metropolitana;caatinga;270,62;As;2963;21,98;88,64;83,02
2410108;Po√ßo Branco;24;RN;n„o metropolitana;caatinga;104,16;As;12389;9,46;91,48;64,37
2410207;Portalegre;24;RN;n„o metropolitana;caatinga;534,4;As;7601;1,12;62,07;53,34
2410256;Porto Do Mangue;24;RN;n„o metropolitana;caatinga;50,71;BSh;5253;0,28;58,44;77,66
2410306;Serra Caiada;24;RN;n„o metropolitana;caatinga;158,43;BSh;9964;27,51;85,23;64,08
2410405;Pureza;24;RN;n„o metropolitana;caatinga;97,06;As;9358;1,44;57,74;40,4
2410504;Rafael Fernandes;24;RN;n„o metropolitana;caatinga;236,55;As;5432;20,83;51;58,12
2410603;Rafael Godeiro;24;RN;n„o metropolitana;caatinga;204,8;As;2931;3,56;72,74;58,28
2410702;Riacho Da Cruz;24;RN;n„o metropolitana;caatinga;185,23;As;2693;59,5;87,81;87,82
2410801;Riacho De Santana;24;RN;n„o metropolitana;caatinga;354,32;As;4134;15,27;79,51;45,64
2410900;Riachuelo;24;RN;n„o metropolitana;caatinga;161,94;BSh;7389;60,89;80,72;80,06
2411007;Rodolfo Fernandes;24;RN;n„o metropolitana;caatinga;191,94;As;4234;21,69;88,43;87,95
2411056;Tibau;24;RN;n„o metropolitana;caatinga;30,26;As;5389;31,65;88,82;82,39
2411106;Ruy Barbosa;24;RN;n„o metropolitana;caatinga;240,16;BSh;3203;0,72;57,59;55,52
2411205;Santa Cruz;24;RN;n„o metropolitana;caatinga;263,9;BSh;37232;81,47;86,96;83,96
2411403;Santana Do Matos;24;RN;n„o metropolitana;caatinga;206,13;BSh;12460;58,54;65,75;52,55
2411429;Santana Do Serid√≥;24;RN;n„o metropolitana;caatinga;323,4;BSh;2696;65,56;82,57;75,66
2411502;Santo Ant√¥nio;24;RN;n„o metropolitana;caatinga;105,04;As;22150;21,08;80,55;72,47
2411601;S√£o Bento Do Norte;24;RN;n„o metropolitana;caatinga;31,73;BSh;3252;66;78,08;35,52
2411700;S√£o Bento Do Trair√≠;24;RN;n„o metropolitana;caatinga;307,03;BSh;3788;70,5;71,08;58,13
2411809;S√£o Fernando;24;RN;n„o metropolitana;caatinga;156,39;BSh;3480;37,39;82,95;70,48
2411908;S√£o Francisco Do Oeste;24;RN;n„o metropolitana;caatinga;204,57;As;4172;0,51;92,24;83,36
2412005;S√£o Gon√ßalo Do Amarante;24;RN;metropolitana;caatinga;44,63;As;115467;65,63;97;91,29
2412104;S√£o Jo√£o Do Sabugi;24;RN;n„o metropolitana;caatinga;215,31;BSh;5956;4,29;84,23;83,53
2412203;S√£o Jos√© De Mipibu;24;RN;metropolitana;caatinga;70,59;As;47279;19,28;77,09;77,8
2412302;S√£o Jos√© Do Campestre;24;RN;n„o metropolitana;caatinga;195,22;BSh;13691;43,7;84,14;83,15
2412401;S√£o Jos√© Do Serid√≥;24;RN;n„o metropolitana;caatinga;224,75;BSh;4548;66,64;92,65;84,33
2412500;S√£o Miguel;24;RN;n„o metropolitana;caatinga;588,28;As;23494;3,82;89,68;67,95
2412559;S√£o Miguel Do Gostoso;24;RN;n„o metropolitana;caatinga;50,16;As;10250;2,96;88,21;47,48
2412609;S√£o Paulo Do Potengi;24;RN;n„o metropolitana;caatinga;113,06;BSh;16586;59,66;84,56;80,51
2412708;S√£o Pedro;24;RN;n„o metropolitana;caatinga;92,62;As;5786;2,85;66,34;70,17
2412807;S√£o Rafael;24;RN;n„o metropolitana;caatinga;85,82;BSh;7707;60,83;82,94;73,74
2412906;S√£o Tom√©;24;RN;n„o metropolitana;caatinga;289,1;BSh;9720;27,34;63,39;58,08
2413003;S√£o Vicente;24;RN;n„o metropolitana;caatinga;401,13;BSh;6311;61,02;93,93;67,37
2413102;Senador El√≥i De Souza;24;RN;n„o metropolitana;caatinga;135,24;As;5964;17,87;83,74;50,58
2413201;Senador Georgino Avelino;24;RN;n„o metropolitana;mata atlantica;15,35;As;4064;1,83;92,61;90,12
2413300;Serra De S√£o Bento;24;RN;n„o metropolitana;caatinga;348,92;As;5706;11,42;61,87;62,12
2413359;Serra Do Mel;24;RN;n„o metropolitana;caatinga;177,11;BSh;13110;1,43;83,29;29,3
2413409;Serra Negra Do Norte;24;RN;n„o metropolitana;caatinga;206,7;BSh;7593;74,33;77,22;68,39
2413508;Serrinha;24;RN;n„o metropolitana;caatinga;116,61;As;6444;3,54;56,45;53,76
2413557;Serrinha Dos Pintos;24;RN;n„o metropolitana;caatinga;389,78;As;4659;0,66;93,52;58,09
2413607;Severiano Melo;24;RN;n„o metropolitana;caatinga;178,08;As;5497;9,97;69,5;58,55
2413706;S√≠tio Novo;24;RN;n„o metropolitana;caatinga;250,43;BSh;4662;13,24;72,25;60,34
2413805;Taboleiro Grande;24;RN;n„o metropolitana;caatinga;197,74;As;2333;1,16;59,57;81,59
2413904;Taipu;24;RN;n„o metropolitana;caatinga;75,16;As;11438;5,81;76,98;50,78
2414001;Tangar√°;24;RN;n„o metropolitana;caatinga;196,17;BSh;13266;77,32;88,89;78,7
2414100;Tenente Ananias;24;RN;n„o metropolitana;caatinga;357,55;As;10262;28,76;73,71;71,27
2414159;Tenente Laurentino Cruz;24;RN;n„o metropolitana;caatinga;588,28;BSh;5892;6,23;93,64;65,48
2414209;Tibau Do Sul;24;RN;n„o metropolitana;mata atlantica;35,71;As;17210;23,66;89,67;94,1
2414308;Timba√∫ba Dos Batistas;24;RN;n„o metropolitana;caatinga;186,94;BSh;2336;97,33;88,59;85,92
2414407;Touros;24;RN;n„o metropolitana;caatinga;83,09;As;33008;19,63;81,79;56,96
2414456;Triunfo Potiguar;24;RN;n„o metropolitana;caatinga;227,18;BSh;3358;1,31;80,8;68,16
2414506;Umarizal;24;RN;n„o metropolitana;caatinga;193,25;As;9972;5;90,32;79,09
2414605;Upanema;24;RN;n„o metropolitana;caatinga;93,18;BSh;13434;1,45;72,46;55,24
2414704;V√°rzea;24;RN;n„o metropolitana;caatinga;82,45;As;5232;13,51;87,84;83,31
2414753;Venha-Ver;24;RN;n„o metropolitana;caatinga;604,34;As;3013;3,76;94,85;31,36
2414803;Vera Cruz;24;RN;metropolitana;caatinga;102,44;As;10487;3,54;85,21;88,82
2414902;Vi√ßosa;24;RN;n„o metropolitana;caatinga;281,92;As;1822;73,8;91,27;96,05
2415008;Vila Flor;24;RN;n„o metropolitana;mata atlantica;37,19;As;3174;1,74;97,96;93,74
2500106;√Ågua Branca;25;PB;n„o metropolitana;caatinga;715,2;As;9308;26,5;62,95;56,39
2500205;Aguiar;25;PB;n„o metropolitana;caatinga;378,16;As;5011;20,19;61,9;50,15
2500304;Alagoa Grande;25;PB;n„o metropolitana;caatinga;189,45;As;26081;51,69;81,83;74,66
2500403;Alagoa Nova;25;PB;n„o metropolitana;caatinga;471,08;As;21009;39,59;62,44;54,31
2500502;Alagoinha;25;PB;n„o metropolitana;caatinga;157,53;As;13698;8,6;79,22;65,58
2500536;Alcantil;25;PB;n„o metropolitana;caatinga;440,04;BSh;5578;4,54;2,94;58,79
2500577;Algod√£o De Janda√≠ra;25;PB;n„o metropolitana;caatinga;493,01;BSh;2953;44,73;22,59;49,48
2500601;Alhandra;25;PB;metropolitana;mata atlantica;62,32;Am;21632;9,61;89,62;78,59
2500700;S√£o Jo√£o Do Rio Do Peixe;25;PB;n„o metropolitana;caatinga;281,41;As;17560;33,07;73,6;51,1
2500734;Amparo;25;PB;n„o metropolitana;caatinga;634,99;BSh;2166;10,38;58,64;52,83
2500775;Aparecida;25;PB;n„o metropolitana;caatinga;250,12;As;7962;4,9;81,74;51,93
2500809;Ara√ßagi;25;PB;n„o metropolitana;caatinga;90,58;As;16589;12,69;61,37;49,76
2500908;Arara;25;PB;n„o metropolitana;caatinga;466,9;As;11408;52,01;76,4;69,54
2501005;Araruna;25;PB;n„o metropolitana;caatinga;440,65;As;17203;43,85;64,38;58,22
2501104;Areia;25;PB;n„o metropolitana;caatinga;479,04;As;22634;43,1;79,97;63,45
2501153;Areia De Bara√∫nas;25;PB;n„o metropolitana;caatinga;536,1;BSh;2005;43,44;56,76;50,82
2501203;Areial;25;PB;n„o metropolitana;caatinga;693,91;As;7139;59,45;61,97;74,06
2501302;Aroeiras;25;PB;n„o metropolitana;caatinga;332,82;As;18702;24,92;40,27;47,65
2501351;Assun√ß√£o;25;PB;n„o metropolitana;caatinga;574,34;BSh;4152;48,75;0,77;81,76
2501401;Ba√≠a Da Trai√ß√£o;25;PB;n„o metropolitana;mata atlantica;43,69;Aw;9147;12,26;91,84;43,9
2501500;Bananeiras;25;PB;n„o metropolitana;caatinga;363,59;As;23107;26,9;63,27;50,37
2501534;Bara√∫na;25;PB;n„o metropolitana;caatinga;598,85;BSh;4754;41,07;0,16;76,93
2501575;Barra De Santana;25;PB;n„o metropolitana;caatinga;379,3;BSh;8062;5,17;16,77;13,22
2501609;Barra De Santa Rosa;25;PB;n„o metropolitana;caatinga;505,53;BSh;12894;54,71;57,58;62,92
2501708;Barra De S√£o Miguel;25;PB;n„o metropolitana;caatinga;486,11;BSh;5893;12,19;69,87;60,44
2501807;Bayeux;25;PB;metropolitana;mata atlantica;37,31;As;81932;46,13;98,46;95,41
2501906;Bel√©m;25;PB;n„o metropolitana;caatinga;216,79;As;16189;82,71;85,4;84
2502003;Bel√©m Do Brejo Do Cruz;25;PB;n„o metropolitana;caatinga;177,39;As;6268;56,51;74,41;72,02
2502052;Bernardino Batista;25;PB;n„o metropolitana;caatinga;532,87;As;3504;1,01;47,43;34,17
2502102;Boa Ventura;25;PB;n„o metropolitana;caatinga;338,22;As;5210;10,73;74,6;60,86
2502151;Boa Vista;25;PB;n„o metropolitana;caatinga;493,62;BSh;6356;14,62;61,5;56,3
