muni_code;muni_name;uf_code;uf_acr;tipo_regiao;bioma;altitude;koppen;pop22
3123700;Engenheiro Caldas;31;MG;n„o metropolitana;mata atlantica;292,93;Aw;13629
3123809;Engenheiro Navarro;31;MG;n„o metropolitana;cerrado;685,1;Aw;6318
3123858;Entre Folhas;31;MG;n„o metropolitana;mata atlantica;551,31;Cwa;4862
3123908;Entre Rios De Minas;31;MG;n„o metropolitana;mata atlantica;972,91;Cwb;14952
3124005;Erv√°lia;31;MG;n„o metropolitana;mata atlantica;892,87;Cwb;20028
3124104;Esmeraldas;31;MG;metropolitana;cerrado;814,4;Cwa;102608
3124203;Espera Feliz;31;MG;n„o metropolitana;mata atlantica;982,38;Cwb;24081
3124302;Espinosa;31;MG;n„o metropolitana;caatinga;675,5;As;29650
3124401;Esp√≠rito Santo Do Dourado;31;MG;n„o metropolitana;mata atlantica;1172,16;Cfb;5832
3124500;Estiva;31;MG;n„o metropolitana;mata atlantica;999,57;Cwb;11520
3124609;Estrela Dalva;31;MG;n„o metropolitana;mata atlantica;258,9;Aw;2142
3124708;Estrela Do Indai√°;31;MG;n„o metropolitana;cerrado;724,92;Cwa;2764
3124807;Estrela Do Sul;31;MG;n„o metropolitana;cerrado;883,41;Cwb;6717
3124906;Eugen√≥polis;31;MG;n„o metropolitana;mata atlantica;503,7;Cwa;10805
3125002;Ewbank Da C√¢mara;31;MG;n„o metropolitana;mata atlantica;826,05;Cwb;3863
3125101;Extrema;31;MG;n„o metropolitana;mata atlantica;1069,12;Cfb;53520
3125200;Fama;31;MG;n„o metropolitana;mata atlantica;816,97;Cwb;2542
3125309;Faria Lemos;31;MG;n„o metropolitana;mata atlantica;627,14;Cwa;3209
3125408;Fel√≠cio Dos Santos;31;MG;n„o metropolitana;cerrado;965,81;Cwb;5126
3125507;S√£o Gon√ßalo Do Rio Preto;31;MG;n„o metropolitana;cerrado;995,65;Cwb;3035
3125606;Felisburgo;31;MG;n„o metropolitana;mata atlantica;692,65;Cfa;6424
3125705;Felixl√¢ndia;31;MG;n„o metropolitana;cerrado;651,11;Aw;14084
3125804;Fernandes Tourinho;31;MG;n„o metropolitana;mata atlantica;269,29;Aw;2653
3125903;Ferros;31;MG;n„o metropolitana;mata atlantica;700,52;Cwa;9210
3125952;Fervedouro;31;MG;n„o metropolitana;mata atlantica;938,07;Cwb;10452
3126000;Florestal;31;MG;metropolitana;cerrado;831,85;Cwa;8201
3126109;Formiga;31;MG;n„o metropolitana;cerrado;852,48;Cwb;68099
3126208;Formoso;31;MG;n„o metropolitana;cerrado;837,97;Aw;7801
3126307;Fortaleza De Minas;31;MG;n„o metropolitana;mata atlantica;979,21;Cwb;3479
3126406;Fortuna De Minas;31;MG;metropolitana;cerrado;735,86;Cwa;3102
3126505;Francisco Badar√≥;31;MG;n„o metropolitana;cerrado;471,48;As;8795
3126604;Francisco Dumont;31;MG;n„o metropolitana;cerrado;872,91;Cwb;4472
3126703;Francisco S√°;31;MG;n„o metropolitana;caatinga;715,48;As;21504
3126752;Francisc√≥polis;31;MG;n„o metropolitana;mata atlantica;458,24;Aw;5040
3126802;Frei Gaspar;31;MG;n„o metropolitana;mata atlantica;484,81;Aw;5617
3126901;Frei Inoc√™ncio;31;MG;n„o metropolitana;mata atlantica;291,64;Aw;8190
3126950;Frei Lagonegro;31;MG;n„o metropolitana;mata atlantica;748,31;Cwa;3391
3127008;Fronteira;31;MG;n„o metropolitana;cerrado;463,05;Aw;13668
3127057;Fronteira Dos Vales;31;MG;n„o metropolitana;mata atlantica;491,43;Aw;4336
3127073;Fruta De Leite;31;MG;n„o metropolitana;cerrado;770,3;As;4594
3127107;Frutal;31;MG;n„o metropolitana;cerrado;513,11;Aw;63663
3127206;Funil√¢ndia;31;MG;metropolitana;cerrado;718,99;Cwa;4699
3127305;Galil√©ia;31;MG;n„o metropolitana;mata atlantica;260,38;Aw;6168
3127339;Gameleiras;31;MG;n„o metropolitana;caatinga;578,57;As;4782
3127354;Glaucil√¢ndia;31;MG;n„o metropolitana;cerrado;731,07;As;2637
3127370;Goiabeira;31;MG;n„o metropolitana;mata atlantica;227,93;Aw;2816
3127388;Goian√°;31;MG;n„o metropolitana;mata atlantica;523,86;Cwa;4064
3127404;Gon√ßalves;31;MG;n„o metropolitana;mata atlantica;1336,36;Cwb;4649
3127503;Gonzaga;31;MG;n„o metropolitana;mata atlantica;731,7;Cwa;5189
3127602;Gouveia;31;MG;n„o metropolitana;cerrado;1060,49;Cwb;11398
3127701;Governador Valadares;31;MG;n„o metropolitana;mata atlantica;297,4;Aw;262499
3127800;Gr√£o Mogol;31;MG;n„o metropolitana;cerrado;858,01;Cwa;13094
3127909;Grupiara;31;MG;n„o metropolitana;cerrado;687,02;Aw;1392
3128006;Guanh√£es;31;MG;n„o metropolitana;mata atlantica;815,43;Cwa;31702
3128105;Guap√©;31;MG;n„o metropolitana;cerrado;875,12;Cwa;13781
3128204;Guaraciaba;31;MG;n„o metropolitana;mata atlantica;649,53;Cwa;10487
3128253;Guaraciama;31;MG;n„o metropolitana;cerrado;821,67;Cwa;5010
3128303;Guaran√©sia;31;MG;n„o metropolitana;mata atlantica;844,24;Cwb;19209
3128402;Guarani;31;MG;n„o metropolitana;mata atlantica;479,08;Cwa;7487
3128501;Guarar√°;31;MG;n„o metropolitana;mata atlantica;561,84;Cwa;3070
3128600;Guarda-Mor;31;MG;n„o metropolitana;cerrado;776,22;Aw;6539
3128709;Guaxup√©;31;MG;n„o metropolitana;mata atlantica;945,05;Cwb;51015
3128808;Guidoval;31;MG;n„o metropolitana;mata atlantica;428,15;Cwa;7163
3128907;Guimar√¢nia;31;MG;n„o metropolitana;cerrado;963,26;Cwb;8600
3129004;Guiricema;31;MG;n„o metropolitana;mata atlantica;491,19;Cwa;7708
3129103;Gurinhat√£;31;MG;n„o metropolitana;cerrado;535,6;Aw;5140
3129202;Heliodora;31;MG;n„o metropolitana;mata atlantica;946,92;Cwb;6325
3129301;Iapu;31;MG;n„o metropolitana;mata atlantica;376,23;Aw;12012
3129400;Ibertioga;31;MG;n„o metropolitana;mata atlantica;1099,41;Cwb;5204
3129509;Ibi√°;31;MG;n„o metropolitana;cerrado;997,59;Cwb;24271
3129608;Ibia√≠;31;MG;n„o metropolitana;cerrado;599,4;Aw;6314
3129657;Ibiracatu;31;MG;n„o metropolitana;caatinga;781,85;As;5409
3129707;Ibiraci;31;MG;n„o metropolitana;cerrado;975,99;Cwb;10780
3129806;Ibirit√©;31;MG;metropolitana;mata atlantica;970,16;Cwb;181943
3129905;Ibiti√∫ra De Minas;31;MG;n„o metropolitana;mata atlantica;1069,85;Cwb;3368
3130002;Ibituruna;31;MG;n„o metropolitana;mata atlantica;891,51;Cwb;2464
3130051;Icara√≠ De Minas;31;MG;n„o metropolitana;cerrado;570,48;As;10682
3130101;Igarap√©;31;MG;metropolitana;cerrado;867,07;Cwb;44920
3130200;Igaratinga;31;MG;n„o metropolitana;cerrado;784,12;Cwa;11095
3130309;Iguatama;31;MG;n„o metropolitana;cerrado;683,78;Cwa;6749
3130408;Ijaci;31;MG;n„o metropolitana;mata atlantica;891,87;Cwb;6263
3130507;Ilic√≠nea;31;MG;n„o metropolitana;cerrado;972,16;Cwb;12741
3130556;Imb√© De Minas;31;MG;n„o metropolitana;mata atlantica;682,87;Cwa;6992
3130606;Inconfidentes;31;MG;n„o metropolitana;mata atlantica;1033,39;Cwb;7274
3130655;Indaiabira;31;MG;n„o metropolitana;cerrado;846,59;As;6346
3130705;Indian√≥polis;31;MG;n„o metropolitana;cerrado;907,26;Cwb;6104
3130804;Inga√≠;31;MG;n„o metropolitana;mata atlantica;963,21;Cwb;2476
3130903;Inhapim;31;MG;n„o metropolitana;mata atlantica;523,66;Cwa;22327
3131000;Inha√∫ma;31;MG;metropolitana;cerrado;760,74;Cwa;6213
3131109;Inimutaba;31;MG;n„o metropolitana;cerrado;625,75;Aw;7434
3131158;Ipaba;31;MG;n„o metropolitana;mata atlantica;325,2;Aw;16552
3131208;Ipanema;31;MG;n„o metropolitana;mata atlantica;449,05;Aw;19209
3131307;Ipatinga;31;MG;n„o metropolitana;mata atlantica;497,19;Aw;211094
3131406;Ipia√ßu;31;MG;n„o metropolitana;mata atlantica;447,28;Aw;3715
3131505;Ipui√∫na;31;MG;n„o metropolitana;mata atlantica;1267,65;Cfb;9104
3131604;Ira√≠ De Minas;31;MG;n„o metropolitana;cerrado;900,24;Cwa;7868
3131703;Itabira;31;MG;n„o metropolitana;mata atlantica;824,16;Cwa;110335
3131802;Itabirinha;31;MG;n„o metropolitana;mata atlantica;511,26;Aw;10112
3131901;Itabirito;31;MG;metropolitana;mata atlantica;1100,21;Cwb;58544
3132008;Itacambira;31;MG;n„o metropolitana;cerrado;986,64;Cwb;3880
3132107;Itacarambi;31;MG;n„o metropolitana;caatinga;576,69;As;16355
3132206;Itaguara;31;MG;metropolitana;mata atlantica;923,86;Cwb;14408
3132305;Itaip√©;31;MG;n„o metropolitana;mata atlantica;776,14;Cwa;10302
3132404;Itajub√°;31;MG;n„o metropolitana;mata atlantica;1072,44;Cwb;90776
3132503;Itamarandiba;31;MG;n„o metropolitana;cerrado;912,8;Cwb;32321
3132602;Itamarati De Minas;31;MG;n„o metropolitana;mata atlantica;392,85;Cwa;3696
3132701;Itambacuri;31;MG;n„o metropolitana;mata atlantica;464,99;Aw;21080
3132800;Itamb√© Do Mato Dentro;31;MG;n„o metropolitana;cerrado;862,25;Cwa;2140
3132909;Itamogi;31;MG;n„o metropolitana;mata atlantica;989,74;Cwb;10781
3133006;Itamonte;31;MG;n„o metropolitana;mata atlantica;1592,1;Cwb;14569
3133105;Itanhandu;31;MG;n„o metropolitana;mata atlantica;1148,36;Cwb;15226
3133204;Itanhomi;31;MG;n„o metropolitana;mata atlantica;351,44;Aw;11158
3133303;Itaobim;31;MG;n„o metropolitana;mata atlantica;518,33;As;19025
3133402;Itapagipe;31;MG;n„o metropolitana;cerrado;496,7;Aw;14896
3133501;Itapecerica;31;MG;n„o metropolitana;mata atlantica;901,84;Cwb;21534
3133600;Itapeva;31;MG;n„o metropolitana;mata atlantica;1169,16;Cfb;12305
3133709;Itatiaiu√ßu;31;MG;metropolitana;mata atlantica;1002,63;Cwb;16257
3133758;Ita√∫ De Minas;31;MG;n„o metropolitana;cerrado;795,93;Cwa;14293
3133808;Ita√∫na;31;MG;metropolitana;mata atlantica;898,05;Cwb;95967
3133907;Itaverava;31;MG;n„o metropolitana;mata atlantica;872,82;Cwb;5650
3134004;Itinga;31;MG;n„o metropolitana;mata atlantica;566,73;As;12569
3134103;Itueta;31;MG;n„o metropolitana;mata atlantica;239,42;Aw;5804
3134202;Ituiutaba;31;MG;n„o metropolitana;cerrado;567,67;Aw;97409
3134301;Itumirim;31;MG;n„o metropolitana;mata atlantica;928,68;Cwb;6642
3134400;Iturama;31;MG;n„o metropolitana;cerrado;433,68;Aw;38172
3134509;Itutinga;31;MG;n„o metropolitana;mata atlantica;990,25;Cwb;4218
3134608;Jaboticatubas;31;MG;metropolitana;cerrado;905,96;Cwa;19697
3134707;Jacinto;31;MG;n„o metropolitana;mata atlantica;352,29;Aw;10793
3134806;Jacu√≠;31;MG;n„o metropolitana;mata atlantica;1030,47;Cwb;7515
3134905;Jacutinga;31;MG;n„o metropolitana;mata atlantica;888,07;Cwb;25538
3135001;Jaguara√ßu;31;MG;n„o metropolitana;mata atlantica;564,01;Cwa;3106
3135050;Ja√≠ba;31;MG;n„o metropolitana;caatinga;491,37;As;36945
3135076;Jampruca;31;MG;n„o metropolitana;mata atlantica;310,89;Aw;4261
3135100;Jana√∫ba;31;MG;n„o metropolitana;caatinga;563,09;As;70001
3135209;Janu√°ria;31;MG;n„o metropolitana;cerrado;642,8;Aw;65279
3135308;Japara√≠ba;31;MG;n„o metropolitana;cerrado;704,83;Cwa;4509
3135357;Japonvar;31;MG;n„o metropolitana;cerrado;752,06;As;7861
3135407;Jeceaba;31;MG;n„o metropolitana;mata atlantica;978,47;Cwb;6344
3135456;Jenipapo De Minas;31;MG;n„o metropolitana;mata atlantica;590,79;As;6000
3135506;Jequeri;31;MG;n„o metropolitana;mata atlantica;629,99;Cwa;12693
3135605;Jequita√≠;31;MG;n„o metropolitana;cerrado;668,69;Aw;6449
3135704;Jequitib√°;31;MG;n„o metropolitana;cerrado;700,01;Cwa;5900
3135803;Jequitinhonha;31;MG;n„o metropolitana;mata atlantica;603,55;As;22262
3135902;Jesu√¢nia;31;MG;n„o metropolitana;mata atlantica;1004,2;Cwb;5138
3136009;Joa√≠ma;31;MG;n„o metropolitana;mata atlantica;595,44;As;12732
3136108;Joan√©sia;31;MG;n„o metropolitana;mata atlantica;535,88;Aw;4333
3136207;Jo√£o Monlevade;31;MG;n„o metropolitana;mata atlantica;838,65;Cwb;75838
3136306;Jo√£o Pinheiro;31;MG;n„o metropolitana;cerrado;679,89;Aw;47702
3136405;Joaquim Fel√≠cio;31;MG;n„o metropolitana;cerrado;798,58;Aw;3778
3136504;Jord√¢nia;31;MG;n„o metropolitana;mata atlantica;335,57;Aw;8866
3136520;Jos√© Gon√ßalves De Minas;31;MG;n„o metropolitana;cerrado;731,09;As;3922
3136553;Jos√© Raydan;31;MG;n„o metropolitana;mata atlantica;508,56;Aw;4267
3136579;Josen√≥polis;31;MG;n„o metropolitana;cerrado;738,37;As;3607
3136603;Nova Uni√£o;31;MG;metropolitana;cerrado;1026,69;Cwb;5729
3136652;Juatuba;31;MG;metropolitana;cerrado;822,71;Cwa;31409
3136702;Juiz De Fora;31;MG;metropolitana;mata atlantica;761,34;Cwb;557777
3136801;Juramento;31;MG;n„o metropolitana;cerrado;871,67;As;3585
3136900;Juruaia;31;MG;n„o metropolitana;mata atlantica;932;Cwb;11000
3136959;Juven√≠lia;31;MG;n„o metropolitana;caatinga;502;As;5793
3137007;Ladainha;31;MG;n„o metropolitana;mata atlantica;690,32;Cwa;13868
3137106;Lagamar;31;MG;n„o metropolitana;cerrado;730,5;Aw;7106
3137205;Lagoa Da Prata;31;MG;n„o metropolitana;cerrado;705,62;Cwa;52051
3137304;Lagoa Dos Patos;31;MG;n„o metropolitana;cerrado;612,81;Aw;3293
3137403;Lagoa Dourada;31;MG;n„o metropolitana;mata atlantica;1023,55;Cwb;12611
3137502;Lagoa Formosa;31;MG;n„o metropolitana;cerrado;898,96;Cwa;19050
3137536;Lagoa Grande;31;MG;n„o metropolitana;cerrado;578,81;Aw;9096
3137601;Lagoa Santa;31;MG;metropolitana;cerrado;754,94;Cwa;70678
3137700;Lajinha;31;MG;n„o metropolitana;mata atlantica;725,17;Cwa;20667
3137809;Lambari;31;MG;n„o metropolitana;mata atlantica;1053,73;Cwb;20449
3137908;Lamim;31;MG;n„o metropolitana;mata atlantica;778,99;Cwb;3184
3138005;Laranjal;31;MG;n„o metropolitana;mata atlantica;260,59;Aw;5806
3138104;Lassance;31;MG;n„o metropolitana;cerrado;789,52;Aw;7089
3138203;Lavras;31;MG;n„o metropolitana;mata atlantica;913,31;Cwb;98602
3138302;Leandro Ferreira;31;MG;n„o metropolitana;cerrado;723,2;Cwa;3121
3138351;Leme Do Prado;31;MG;n„o metropolitana;cerrado;741,83;As;4312
3138401;Leopoldina;31;MG;n„o metropolitana;mata atlantica;324,17;Aw;49020
3138500;Liberdade;31;MG;n„o metropolitana;mata atlantica;1185,82;Cwb;4713
3138609;Lima Duarte;31;MG;n„o metropolitana;mata atlantica;1000,52;Cwb;17248
3138625;Limeira Do Oeste;31;MG;n„o metropolitana;cerrado;421,62;Aw;8582
3138658;Lontra;31;MG;n„o metropolitana;cerrado;779,94;As;8778
3138674;Luisburgo;31;MG;n„o metropolitana;mata atlantica;1075,97;Cwb;6961
3138682;Luisl√¢ndia;31;MG;n„o metropolitana;cerrado;724,98;As;6158
3138708;Lumin√°rias;31;MG;n„o metropolitana;mata atlantica;1027,29;Cwb;5586
3138807;Luz;31;MG;n„o metropolitana;cerrado;677,76;Cwa;17972
3138906;Machacalis;31;MG;n„o metropolitana;mata atlantica;321,18;Aw;6440
3139003;Machado;31;MG;n„o metropolitana;mata atlantica;917,42;Cwb;36932
3139102;Madre De Deus De Minas;31;MG;n„o metropolitana;mata atlantica;994,01;Cwb;5191
3139201;Malacacheta;31;MG;n„o metropolitana;mata atlantica;677,51;Aw;16905
3139250;Mamonas;31;MG;n„o metropolitana;caatinga;790,67;As;5993
3139300;Manga;31;MG;n„o metropolitana;caatinga;517,72;As;18882
3139409;Manhua√ßu;31;MG;n„o metropolitana;mata atlantica;883,51;Cwb;88787
3139508;Manhumirim;31;MG;n„o metropolitana;mata atlantica;817,56;Cwb;19812
3139607;Mantena;31;MG;n„o metropolitana;mata atlantica;387,99;Aw;26352
3139706;Maravilhas;31;MG;n„o metropolitana;mata atlantica;761,21;Cwa;7300
3139805;Mar De Espanha;31;MG;n„o metropolitana;mata atlantica;550,46;Cwa;12400
3139904;Maria Da F√©;31;MG;n„o metropolitana;mata atlantica;1273,39;Cwb;14241
3140001;Mariana;31;MG;n„o metropolitana;mata atlantica;780,37;Cwa;64890
3140100;Marilac;31;MG;n„o metropolitana;mata atlantica;288,68;Aw;4044
3140159;M√°rio Campos;31;MG;metropolitana;mata atlantica;914,65;Cwb;15969
3140209;Marip√° De Minas;31;MG;n„o metropolitana;mata atlantica;593,3;Cwa;3383
3140308;Marli√©ria;31;MG;n„o metropolitana;mata atlantica;384,32;Aw;4577
3140407;Marmel√≥polis;31;MG;n„o metropolitana;mata atlantica;1570,04;Cwb;3169
3140506;Martinho Campos;31;MG;n„o metropolitana;cerrado;669,09;Cwa;13979
3140530;Martins Soares;31;MG;n„o metropolitana;mata atlantica;797,73;Cwb;8267
3140555;Mata Verde;31;MG;n„o metropolitana;mata atlantica;615,71;As;10096
3140605;Materl√¢ndia;31;MG;n„o metropolitana;mata atlantica;791,5;Cwa;3845
3140704;Mateus Leme;31;MG;metropolitana;cerrado;893,52;Cwb;43996
3140803;Matias Barbosa;31;MG;n„o metropolitana;mata atlantica;609,73;Cwa;14019
3140852;Matias Cardoso;31;MG;n„o metropolitana;caatinga;467,67;As;8879
3140902;Matip√≥;31;MG;n„o metropolitana;mata atlantica;754,7;Cwa;18506
3141009;Mato Verde;31;MG;n„o metropolitana;caatinga;706,65;As;12045
3141108;Matozinhos;31;MG;metropolitana;cerrado;774,23;Cwa;36927
3141207;Matutina;31;MG;n„o metropolitana;cerrado;1005,77;Cwb;3807
3141306;Medeiros;31;MG;n„o metropolitana;cerrado;965,89;Cwb;3965
3141405;Medina;31;MG;n„o metropolitana;mata atlantica;684,61;As;19199
3141504;Mendes Pimentel;31;MG;n„o metropolitana;mata atlantica;398,05;Aw;5535
3141603;Merc√™s;31;MG;n„o metropolitana;mata atlantica;674,26;Cwa;9865
3141702;Mesquita;31;MG;n„o metropolitana;mata atlantica;555,86;Aw;5043
3141801;Minas Novas;31;MG;n„o metropolitana;cerrado;796,69;Cwa;24117
3141900;Minduri;31;MG;n„o metropolitana;mata atlantica;1043,06;Cwb;3690
3142007;Mirabela;31;MG;n„o metropolitana;cerrado;822,03;As;13286
3142106;Miradouro;31;MG;n„o metropolitana;mata atlantica;755,1;Cwb;8935
3142205;Mira√≠;31;MG;n„o metropolitana;mata atlantica;571,69;Cwa;13630
3142254;Mirav√¢nia;31;MG;n„o metropolitana;cerrado;699,41;As;3984
3142304;Moeda;31;MG;metropolitana;mata atlantica;996,1;Cwb;5186
3142403;Moema;31;MG;n„o metropolitana;cerrado;686,24;Cwa;8302
3142502;Monjolos;31;MG;n„o metropolitana;cerrado;890,58;Cwb;2154
3142601;Monsenhor Paulo;31;MG;n„o metropolitana;mata atlantica;916,62;Cwb;8336
3142700;Montalv√¢nia;31;MG;n„o metropolitana;cerrado;621,14;Aw;14065
3142809;Monte Alegre De Minas;31;MG;n„o metropolitana;cerrado;730,75;Aw;20004
3142908;Monte Azul;31;MG;n„o metropolitana;caatinga;679,21;As;20345
3143005;Monte Belo;31;MG;n„o metropolitana;mata atlantica;877,77;Cwb;13092
3143104;Monte Carmelo;31;MG;n„o metropolitana;cerrado;872,55;Cwa;47267
3143153;Monte Formoso;31;MG;n„o metropolitana;mata atlantica;801,08;Cwa;4381
3143203;Monte Santo De Minas;31;MG;n„o metropolitana;mata atlantica;905,48;Cwb;20881
3143302;Montes Claros;31;MG;metropolitana;cerrado;780,58;As;436970
3143401;Monte Si√£o;31;MG;n„o metropolitana;mata atlantica;875,83;Cwb;23715
3143450;Montezuma;31;MG;n„o metropolitana;cerrado;960,46;Cwb;6901
3143500;Morada Nova De Minas;31;MG;n„o metropolitana;cerrado;631,36;Aw;8988
3143609;Morro Da Gar√ßa;31;MG;n„o metropolitana;cerrado;677,27;Aw;2593
3143708;Morro Do Pilar;31;MG;n„o metropolitana;mata atlantica;828,42;Cwa;2977
3143807;Munhoz;31;MG;n„o metropolitana;mata atlantica;1368,81;Cfb;7618
3143906;Muria√©;31;MG;n„o metropolitana;mata atlantica;434,4;Cwa;103649
3144003;Mutum;31;MG;n„o metropolitana;mata atlantica;483,64;Aw;27634
3144102;Muzambinho;31;MG;n„o metropolitana;mata atlantica;1007,9;Cwb;21935
3144201;Nacip Raydan;31;MG;n„o metropolitana;mata atlantica;447,4;Aw;2513
3144300;Nanuque;31;MG;n„o metropolitana;mata atlantica;235,33;Aw;34668
3144359;Naque;31;MG;n„o metropolitana;mata atlantica;251,26;Aw;6331
3144375;Natal√¢ndia;31;MG;n„o metropolitana;cerrado;617,68;Aw;3514
3144409;Nat√©rcia;31;MG;n„o metropolitana;mata atlantica;1065,67;Cwb;4580
3144508;Nazareno;31;MG;n„o metropolitana;mata atlantica;935,12;Cwb;8192
3144607;Nepomuceno;31;MG;n„o metropolitana;mata atlantica;876,56;Cwb;24869
3144656;Ninheira;31;MG;n„o metropolitana;mata atlantica;850,02;Cwa;9331
3144672;Nova Bel√©m;31;MG;n„o metropolitana;mata atlantica;647,5;Cfa;3049
3144706;Nova Era;31;MG;n„o metropolitana;mata atlantica;715,78;Cwa;16920
3144805;Nova Lima;31;MG;metropolitana;mata atlantica;1119,45;Cwb;117819
3144904;Nova M√≥dica;31;MG;n„o metropolitana;mata atlantica;427,5;Aw;3614
3145000;Nova Ponte;31;MG;n„o metropolitana;cerrado;939,77;Cwb;15731
3145059;Nova Porteirinha;31;MG;n„o metropolitana;caatinga;550,22;As;6660
3145109;Nova Resende;31;MG;n„o metropolitana;mata atlantica;1069,93;Cwb;16545
3145208;Nova Serrana;31;MG;n„o metropolitana;cerrado;748,18;Cwa;114497
3145307;Novo Cruzeiro;31;MG;n„o metropolitana;mata atlantica;850,51;Cwa;26850
3145356;Novo Oriente De Minas;31;MG;n„o metropolitana;mata atlantica;516,98;Aw;10086
3145372;Novorizonte;31;MG;n„o metropolitana;cerrado;797,79;As;4545
3145406;Olaria;31;MG;n„o metropolitana;mata atlantica;1035,33;Cwb;1936
3145455;Olhos-D'√°gua;31;MG;n„o metropolitana;cerrado;865,84;Cwa;5340
3145505;Ol√≠mpio Noronha;31;MG;n„o metropolitana;mata atlantica;1022,95;Cwb;2555
3145604;Oliveira;31;MG;n„o metropolitana;mata atlantica;1019,53;Cwb;39256
3145703;Oliveira Fortes;31;MG;n„o metropolitana;mata atlantica;899,94;Cwb;1996
3145802;On√ßa De Pitangui;31;MG;n„o metropolitana;mata atlantica;836,34;Cwa;2908
3145851;Orat√≥rios;31;MG;n„o metropolitana;mata atlantica;566,73;Cwa;4910
3145877;Oriz√¢nia;31;MG;n„o metropolitana;mata atlantica;945,41;Cwb;8451
3145901;Ouro Branco;31;MG;n„o metropolitana;mata atlantica;1128,89;Cwb;39206
3146008;Ouro Fino;31;MG;n„o metropolitana;mata atlantica;983,68;Cwb;32131
3146107;Ouro Preto;31;MG;n„o metropolitana;mata atlantica;1131,6;Cwb;76069
3146206;Ouro Verde De Minas;31;MG;n„o metropolitana;mata atlantica;572,17;Aw;5607
3146255;Padre Carvalho;31;MG;n„o metropolitana;cerrado;800,12;As;5031
3146305;Padre Para√≠so;31;MG;n„o metropolitana;mata atlantica;823,84;Cwa;17163
3146404;Paineiras;31;MG;n„o metropolitana;cerrado;642,48;Aw;4199
3146503;Pains;31;MG;n„o metropolitana;cerrado;774,67;Cwa;7455
3146552;Pai Pedro;31;MG;n„o metropolitana;caatinga;520,37;As;5568
3146602;Paiva;31;MG;n„o metropolitana;mata atlantica;665,35;Cwa;1474
3146701;Palma;31;MG;n„o metropolitana;mata atlantica;227,18;Aw;5692
3146750;Palm√≥polis;31;MG;n„o metropolitana;mata atlantica;581,46;Aw;6307
3146909;Papagaios;31;MG;n„o metropolitana;cerrado;716,85;Cwa;13724
3147006;Paracatu;31;MG;n„o metropolitana;cerrado;699,86;Aw;94300
3147105;Par√° De Minas;31;MG;metropolitana;mata atlantica;829,76;Cwa;97507
3147204;Paragua√ßu;31;MG;n„o metropolitana;mata atlantica;845,5;Cwb;21580
3147303;Parais√≥polis;31;MG;n„o metropolitana;mata atlantica;1106,51;Cwb;20463
3147402;Paraopeba;31;MG;n„o metropolitana;cerrado;752,56;Cwa;23776
3147501;Passab√©m;31;MG;n„o metropolitana;mata atlantica;727,13;Cwa;1604
3147600;Passa Quatro;31;MG;n„o metropolitana;mata atlantica;1433,45;Cwb;15387
3147709;Passa Tempo;31;MG;n„o metropolitana;mata atlantica;1003,14;Cwb;9204
3147808;Passa Vinte;31;MG;n„o metropolitana;mata atlantica;968,89;Cwb;2232
3147907;Passos;31;MG;n„o metropolitana;cerrado;817,75;Cwa;110555
3147956;Patis;31;MG;n„o metropolitana;caatinga;772,55;As;5917
3148004;Patos De Minas;31;MG;n„o metropolitana;cerrado;882,9;Cwa;159434
3148103;Patroc√≠nio;31;MG;n„o metropolitana;cerrado;946,8;Cwb;91901
3148202;Patroc√≠nio Do Muria√©;31;MG;n„o metropolitana;mata atlantica;245,28;Aw;5579
3148301;Paula C√¢ndido;31;MG;n„o metropolitana;mata atlantica;762,63;Cwb;8697
3148400;Paulistas;31;MG;n„o metropolitana;mata atlantica;769,86;Cwa;4269
3148509;Pav√£o;31;MG;n„o metropolitana;mata atlantica;313,85;Aw;8044
3148608;Pe√ßanha;31;MG;n„o metropolitana;mata atlantica;728,39;Cwa;17358
3148707;Pedra Azul;31;MG;n„o metropolitana;mata atlantica;729;As;24452
3148756;Pedra Bonita;31;MG;n„o metropolitana;mata atlantica;1031,18;Cwb;7320
3148806;Pedra Do Anta;31;MG;n„o metropolitana;mata atlantica;658,76;Cwa;3511
3148905;Pedra Do Indai√°;31;MG;n„o metropolitana;mata atlantica;944,22;Cwb;3725
3149002;Pedra Dourada;31;MG;n„o metropolitana;mata atlantica;853,62;Cwb;2752
3149101;Pedralva;31;MG;n„o metropolitana;mata atlantica;1048,82;Cwb;10750
3149150;Pedras De Maria Da Cruz;31;MG;n„o metropolitana;caatinga;550,2;As;10445
3149200;Pedrin√≥polis;31;MG;n„o metropolitana;cerrado;936,44;Cwb;3359
3149309;Pedro Leopoldo;31;MG;metropolitana;cerrado;804,38;Cwa;60154
3149408;Pedro Teixeira;31;MG;n„o metropolitana;mata atlantica;794,83;Cwb;1806
3149507;Pequeri;31;MG;n„o metropolitana;mata atlantica;621,59;Cwa;3351
3149606;Pequi;31;MG;n„o metropolitana;cerrado;794,75;Cwa;4042
3149705;Perdig√£o;31;MG;n„o metropolitana;cerrado;787,76;Cwa;12014
3149804;Perdizes;31;MG;n„o metropolitana;cerrado;952,6;Cwb;17999
3149903;Perd√µes;31;MG;n„o metropolitana;mata atlantica;876,98;Cwb;21329
3149952;Periquito;31;MG;n„o metropolitana;mata atlantica;254,74;Aw;6566
3150000;Pescador;31;MG;n„o metropolitana;mata atlantica;388,54;Aw;3537
