"municipio_geocodigo","ano_e","xp","tp","dc3","dc6","dcmax","dcmed","dci","ds3","ds6","dsmax","dsmed","inc","p","st"
3515350,2017,4,14,0,0,0,0,0,6,2,11,3,167.38,0,0.17
3515350,2018,70,34,1,1,16,8.5,1,3,1,16,3,3588.24,18,2.6
3515350,2019,27,23,1,1,13,1.5,2,3,1,8,2,2678.1,19,1.81
3515350,2020,8,23,0,0,1,1,2,3,3,19,7,491.68,3,0.84
3515350,2021,140,32,1,1,25,25,0,2,1,13,4,9383.83,26,7.62
3515350,2022,94,26,2,1,14,2,2,2,1,9,2,5701.43,25,4.84
3515400,2010,3,17,0,0,0,0,0,7,3,10,4,131.02,0,0.03
3515400,2011,1,8,0,0,0,0,0,5,4,14,10,31.2,0,0.04
3515400,2012,3,28,0,0,0,0,0,4,3,16,2.5,99.83,0,0.05
3515400,2013,2,24,0,0,0,0,0,4,2,20,2,74.87,0,0.06
3515400,2014,27,29,1,1,11,11,0,3,1,15,2,1191.66,13,0.69
3515400,2015,6,22,0,0,1,1,2,2,1,19,1,442.97,4,0.7
3515400,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.06
3515400,2017,1,11,0,0,0,0,0,3,3,24,16,12.48,0,0.01
3515400,2018,63,34,1,1,12,12,0,3,2,14,3,2233.59,13,1.28
3515400,2019,3,36,0,0,0,0,0,4,2,11,2,137.26,0,1.24
3515400,2020,3,26,0,0,0,0,0,4,4,14,10,56.15,0,0.04
3515400,2021,23,32,1,1,7,7,0,2,2,26,9,867.23,8,0.49
3515400,2022,24,30,1,1,7,7,0,5,1,16,3,842.28,8,0.16
3515509,2010,30,31,3,1,11,4,0,0,0,1,1,455.8,26,0.46
3515509,2011,13,2,1,1,9,1,8,0,0,1,1,359.69,24,5.97
3515509,2012,199,24,2,1,29,2.5,2,0,0,1,1,3059.56,37,6.86
3515509,2013,34,32,1,1,11,1.5,3,1,0,3,2,492.21,21,5.55
3515509,2014,106,24,3,1,30,2.5,2,0,0,1,1,2206.2,42,4.82
3515509,2015,106,23,2,1,27,2,2,0,0,1,1,1734.38,40,6.97
3515509,2016,15,24,1,1,6,1,5,0,0,1,1,318.92,19,2.76
3515509,2017,12,33,1,0,5,1,6,0,0,1,1,320.37,21,18.07
3515509,2018,340,22,2,1,38,4,1,0,0,1,1,7167.61,46,14.48
3515509,2019,71,20,3,1,26,1,5,0,0,1,1,1785.35,43,11.52
3515509,2020,212,30,2,2,32,10,1,0,0,0,0,3891.07,47,6.21
3515509,2021,75,30,1,1,39,1.5,2,0,0,1,1,1715.45,47,5
3515509,2022,118,26,4,1,33,3.5,0,1,0,4,4,1906.22,44,1.4
3515608,2010,3,25,0,0,0,0,0,4,2,19,4,138.36,0,0.01
3515608,2011,1,22,0,0,0,0,0,3,2,22,12,86.48,0,0.27
3515608,2012,24,24,1,1,6,3.5,1,2,2,15,1.5,1937.05,8,0.27
3515608,2013,2,4,0,0,0,0,0,6,2,24,4.5,103.77,0,0.2
3515608,2014,11,26,1,0,3,1,3,3,2,8,3.5,1677.62,10,0.16
3515608,2015,11,20,0,0,1,1,2,3,1,14,2,933.93,3,0.24
3515608,2016,2,27,0,0,0,0,0,5,3,25,7,86.48,0,0.05
3515608,2017,1,15,0,0,0,0,0,2,2,37,25.5,17.3,0,0.06
3515608,2018,17,32,1,0,3,2,0,3,2,10,2,1677.62,8,0.4
3515608,2019,9,22,0,0,2,2,0,4,2,9,5,882.05,2,0.34
3515608,2020,2,11,0,0,0,0,0,6,3,9,4.5,294.02,0,0.06
3515608,2021,22,31,1,1,6,3.5,1,2,0,5,2,2525.08,8,2.14
3515608,2022,73,25,1,1,19,19,0,2,0,4,2,10965.06,19,0.26
3515657,2010,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3515657,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
3515657,2012,3,21,0,0,0,0,0,4,2,19,5,473.09,0,0.01
3515657,2013,1,17,0,0,0,0,0,2,2,35,25.5,59.14,0,0.04
3515657,2014,5,23,0,0,0,0,0,2,2,22,9,1774.1,2,0.04
3515657,2015,3,22,0,0,0,0,0,5,2,22,4,473.09,0,0.01
3515657,2016,2,18,0,0,0,0,0,3,2,28,5,354.82,0,0.01
3515657,2017,1,22,0,0,0,0,0,2,2,30,25.5,59.14,0,0.05
3515657,2018,8,22,0,0,2,2,0,3,2,19,11.5,1892.37,3,0.05
3515657,2019,11,20,0,0,2,1.5,1,4,3,12,5.5,2897.69,3,0.05
3515657,2020,4,30,0,0,0,0,0,4,3,13,2,1301.01,0,0.03
3515657,2021,17,26,0,0,2,2,1,3,2,18,2.5,4376.11,6,0.06
3515657,2022,6,22,0,0,1,1,1,2,2,22,2,1182.73,2,0.07
3515707,2010,6,29,0,0,1,1,1,3,0,5,1,38.12,2,0.11
3515707,2011,6,22,0,0,1,1,1,6,0,5,3,19.59,1,0.15
3515707,2012,6,23,0,0,1,1,1,5,1,6,2.5,22.24,1,0.14
3515707,2013,12,28,1,0,3,2.5,0,4,2,9,2,35.47,5,2.71
3515707,2014,119,27,1,1,15,8,1,4,1,7,1,482.35,18,2.4
3515707,2015,18,25,1,1,12,12,0,3,2,7,1,83.13,12,3.12
3515707,2016,5,27,0,0,0,0,0,5,2,19,4,13.24,1,0.09
3515707,2017,3,16,0,0,0,0,0,6,2,14,3,10.06,0,0.06
3515707,2018,9,34,1,0,4,2.5,1,4,1,7,2,37.59,7,0.4
3515707,2019,5,22,0,0,0,0,0,6,3,10,3,10.06,1,0.43
3515707,2020,2,26,0,0,0,0,0,4,1,16,2,10.59,0,0.13
3515707,2021,42,33,1,1,10,10,0,4,1,7,2,129.72,12,1.52
3515707,2022,11,33,0,0,2,1,2,3,1,6,1,51.36,7,1.12
3515806,2010,0,1,0,0,0,0,0,1,1,52,52,0,0,0.01
3515806,2011,1,11,0,0,0,0,0,3,3,34,10,127.31,0,0.01
3515806,2012,27,33,0,0,2,1.5,1,4,2,20,5,4837.68,3,0.2
3515806,2013,2,50,0,0,0,0,0,4,3,16,4,1018.46,0,0.19
3515806,2014,3,7,0,0,0,0,0,4,1,16,2,2036.92,0,0.06
3515806,2015,2,20,0,0,0,0,0,2,2,27,19,445.58,0,0.05
3515806,2016,1,15,0,0,0,0,0,2,2,37,25.5,63.65,0,0
3515806,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3515806,2018,0,1,0,0,0,0,0,1,1,52,52,0,0,0.09
3515806,2019,13,23,0,0,1,1,2,2,2,16,15,4328.45,3,0.09
3515806,2020,0,1,0,0,0,0,0,1,1,52,52,0,0,0.08
3515806,2021,0,1,0,0,0,0,0,1,1,52,52,0,0,0.21
3515806,2022,63,28,1,1,7,7,0,2,2,23,19.5,15913.43,9,0.37
3515905,2010,10,14,0,0,2,1.5,1,4,2,19,2,1441.99,3,0.24
3515905,2011,1,18,0,0,0,0,0,5,4,17,7,201.21,0,0.35
3515905,2012,17,22,1,0,4,2.5,1,2,2,20,10,2313.88,5,0.34
3515905,2013,4,28,0,0,0,0,0,4,3,17,3,637.16,0,0.14
3515905,2014,7,25,0,0,1,1,1,2,2,12,2,1274.31,2,0.05
3515905,2015,3,19,0,0,0,0,0,6,2,10,3.5,469.48,0,0.14
3515905,2016,3,48,0,0,0,0,0,5,3,13,4.5,402.41,0,0.05
3515905,2017,1,17,0,0,0,0,0,3,2,29,9.5,100.6,0,0.13
3515905,2018,14,28,0,0,2,1,3,3,3,12,4.5,3185.78,7,0.38
3515905,2019,5,35,0,0,0,0,0,3,2,17,1.5,1039.57,1,0.34
3515905,2020,10,30,0,0,2,2,0,4,3,20,6.5,1643.19,3,1.08
3515905,2021,43,27,1,1,15,15,0,3,1,10,2,13514.42,16,0.95
3515905,2022,8,29,0,0,2,1,2,4,3,14,6,1676.73,5,0.99
3516002,2010,3,11,0,0,0,0,0,2,1,7,1,252.07,0,0.08
3516002,2011,3,26,0,0,0,0,0,2,1,9,1.5,203.05,0,0.43
3516002,2012,15,23,1,1,7,1,2,2,1,6,2,994.26,9,0.4
3516002,2013,26,36,1,1,6,1.5,2,3,1,7,2,987.26,10,3.99
3516002,2014,93,28,3,1,18,3,2,2,0,5,3,6672.73,26,3.05
3516002,2015,16,23,2,1,8,5.5,0,1,1,15,1.5,1029.27,12,2.41
3516002,2016,2,36,0,0,0,0,0,5,3,7,2.5,133.03,0,0.28
3516002,2017,6,22,0,0,1,1,1,6,2,11,3,140.04,1,0.84
3516002,2018,62,34,2,1,21,12.5,0,1,1,15,8,5958.55,27,4.29
3516002,2019,31,27,1,1,18,18,0,2,1,9,2,2072.54,19,3.98
3516002,2020,4,24,0,0,0,0,0,5,1,6,2,245.06,0,0.88
3516002,2021,52,32,1,1,13,1.5,2,2,1,8,1,2429.63,20,4.14
3516002,2022,89,26,1,1,21,11,1,2,0,4,2,5412.41,22,0.69
3516101,2010,2,19,0,0,0,0,0,3,2,27,18,145.03,0,0.02
3516101,2011,2,18,0,0,0,0,0,5,4,17,9,326.32,0,0.03
3516101,2012,1,24,0,0,0,0,0,3,3,23,12,108.77,0,0.07
3516101,2013,29,27,1,0,5,5,0,3,2,19,18,3770.85,5,1.47
3516101,2014,63,18,1,1,10,5.5,1,3,2,15,12,10369.83,14,1.44
3516101,2015,2,24,0,0,0,0,0,3,2,23,3,217.55,0,0.07
3516101,2016,2,15,0,0,0,0,0,2,2,36,11,181.29,0,0.03
3516101,2017,1,14,0,0,0,0,0,2,2,35,13,72.52,0,0.78
3516101,2018,37,23,1,1,7,7,0,3,2,15,3,7324.15,10,0.74
3516101,2019,5,20,0,0,0,0,0,2,2,30,1,507.61,1,0.15
3516101,2020,2,26,0,0,0,0,0,5,3,13,7.5,362.58,0,0.06
3516101,2021,6,29,0,0,1,1,1,3,1,19,2,1124,2,0.2
3516101,2022,11,16,0,0,1,1,1,2,2,14,1,2429.3,2,0.08
3516200,2010,185,28,1,1,22,1,5,0,0,1,1,552.65,33,3.18
3516200,2011,9,19,1,0,4,1,6,0,0,2,1,46.37,15,7.6
3516200,2012,93,29,1,1,26,26,0,0,0,1,1,322.26,28,3.94
3516200,2013,52,32,1,1,17,1,2,0,0,1,1,150.04,23,6.35
3516200,2014,237,27,1,1,29,15,1,0,0,2,1.5,653.73,32,13.25
3516200,2015,299,22,2,1,26,2,3,0,0,1,1,1154.25,38,14.82
3516200,2016,20,18,6,1,6,3,2,0,0,1,1,103.39,32,9.04
3516200,2017,23,33,1,1,9,1,5,0,0,2,1,80.35,23,29.67
3516200,2018,582,18,2,1,39,22,0,0,0,1,1,2726.96,45,32.84
3516200,2019,113,5,3,2,12,3,2,0,0,2,1,349.04,30,34.53
3516200,2020,112,36,1,1,14,14,0,2,1,9,1.5,125.85,16,25.03
3516200,2021,1050,25,1,1,37,37,0,1,1,11,6,2923.36,38,38.1
3516200,2022,342,27,2,1,39,2.5,1,1,0,4,4,1380.04,47,22.63
3516309,2010,92,31,1,1,12,6.5,1,3,0,4,2,288.46,13,0.2
3516309,2011,91,29,1,1,10,5.5,1,4,1,14,3,329.83,12,1.02
3516309,2012,42,29,1,1,19,19,0,4,0,4,2,277.97,20,1.7
3516309,2013,145,31,1,1,14,7.5,1,2,2,8,1.5,516.31,16,3.67
3516309,2014,132,31,1,1,18,9.5,1,2,1,8,1,621.2,19,0.76
3516309,2015,43,23,1,1,14,7.5,1,3,1,6,1.5,213.28,16,4.41
3516309,2016,5,5,0,0,0,0,0,4,1,10,2,27.39,1,0.32
3516309,2017,3,19,0,0,0,0,0,7,3,10,4,7.58,0,0.08
3516309,2018,202,32,1,1,16,1,2,3,1,6,2.5,662.58,19,5.38
3516309,2019,6,2,0,0,1,1,1,2,1,14,1.5,44.87,4,5.39
3516309,2020,4,25,0,0,0,0,0,5,2,13,2.5,12.24,0,0.04
3516309,2021,9,33,1,0,4,2.5,1,5,4,9,6,34.96,6,0.35
3516309,2022,13,26,1,0,4,1.5,2,3,2,19,5.5,57.69,9,0.05
3516408,2010,9,29,0,0,1,1,3,2,0,3,1.5,70.9,7,0.11
3516408,2011,26,37,2,1,6,2.5,2,1,0,5,1,149.83,15,2.56
3516408,2012,90,28,1,1,26,26,0,0,0,1,1,716.38,26,2.5
3516408,2013,358,30,1,1,24,1,4,1,0,3,1,2082.25,30,12.42
3516408,2014,193,25,1,1,18,1,2,0,0,2,1,955.84,20,11.92
3516408,2015,44,23,1,1,15,1,2,1,1,17,1,241.47,21,5.21
3516408,2016,2,5,0,0,0,0,0,6,3,10,4,10.7,0,0.47
3516408,2017,9,15,0,0,1,1,1,4,1,14,2,21.4,1,0.1
3516408,2018,76,34,1,1,14,7.5,1,2,0,3,1.5,402,17,3.29
3516408,2019,10,23,0,0,1,1,3,2,1,6,1,73.58,10,3.25
3516408,2020,4,28,0,0,0,0,0,3,2,21,2,18.06,0,0.09
3516408,2021,26,33,1,1,10,5.5,1,1,1,22,11.5,134.45,13,1.82
3516408,2022,85,31,1,1,21,1,2,1,0,4,2.5,503,27,1.94
3516507,2010,1,25,0,0,0,0,0,4,2,24,5,143.32,0,0.01
3516507,2011,1,22,0,0,0,0,0,3,3,21,8,214.98,0,0.06
3516507,2012,4,24,0,0,0,0,0,5,3,10,3,931.57,0,0.05
3516507,2013,3,29,0,0,0,0,0,4,2,15,3,644.93,0,0.03
3516507,2014,4,30,0,0,0,0,0,3,2,13,2,859.91,0,0.2
3516507,2015,6,20,0,0,1,1,2,2,2,25,1,1934.79,5,0.28
3516507,2016,1,48,0,0,0,0,0,1,1,47,24,143.32,0,0.03
3516507,2017,1,2,0,0,0,0,0,2,1,41,1,143.32,0,0.09
3516507,2018,15,31,1,0,3,2,1,3,1,16,2,2794.7,5,0.32
3516507,2019,21,29,2,0,3,3,1,2,2,21,1,2973.84,7,0.28
3516507,2020,5,31,0,0,0,0,0,4,2,14,3.5,1289.86,1,1.27
3516507,2021,65,23,1,1,19,10,1,3,2,8,2.5,17413.11,20,1.27
3516507,2022,8,31,0,0,1,1,2,3,3,15,5.5,1182.37,4,0.51
3516606,2010,1,25,0,0,0,0,0,2,2,26,25,29.52,0,0.01
3516606,2011,0,1,0,0,0,0,0,1,1,52,52,0,0,0
3516606,2012,6,29,1,0,3,3,0,3,2,22,1.5,531.29,3,0.15
3516606,2013,3,35,0,0,0,0,0,7,3,11,4,177.1,0,0.94
3516606,2014,38,26,1,1,12,12,0,4,1,19,3.5,4884.89,14,0.94
3516606,2015,2,26,0,0,0,0,0,3,2,26,3.5,132.82,0,0.3
3516606,2016,1,19,0,0,0,0,0,2,2,32,25,29.52,0,0.01
3516606,2017,1,28,0,0,0,0,0,3,3,27,10,44.27,0,0.24
3516606,2018,19,28,1,1,9,9,0,3,2,12,2.5,1992.33,11,0.25
3516606,2019,3,30,0,0,0,0,0,5,2,13,3.5,295.16,0,0.23
3516606,2020,2,33,0,0,0,0,0,5,4,13,7,118.06,0,0.92
3516606,2021,59,26,1,1,14,14,0,5,1,12,3,6198.35,14,0.77
3516606,2022,25,29,1,1,9,9,0,5,3,8,3,2612.16,10,0.14
3516705,2010,11,41,2,0,4,1,5,0,0,2,1.5,428.42,16,0.12
3516705,2011,6,2,0,0,2,1,2,1,0,4,1,217.58,5,1.16
3516705,2012,10,28,0,0,1,1,3,2,0,4,2,201.88,6,0.3
3516705,2013,15,32,1,1,9,9,0,2,0,3,1,343.19,10,13.54
3516705,2014,298,21,2,1,20,11.5,0,0,0,1,1,4320.13,24,12.15
3516705,2015,16,25,2,0,5,3,2,3,0,5,4,379.08,13,2.55
3516705,2016,4,8,0,0,0,0,0,3,1,8,2,157.01,0,0.22
3516705,2017,5,9,0,0,0,0,0,1,0,4,1,94.21,1,1.26
3516705,2018,69,30,1,1,24,13,0,1,0,4,1.5,1996.32,29,9.53
3516705,2019,107,20,3,2,20,5,1,0,0,1,1,2227.36,32,7.53
3516705,2020,37,30,1,1,21,1,4,0,0,0,0,1173.12,29,20.41
3516705,2021,920,26,1,1,34,1,3,0,0,1,1,19851.06,43,40.7
3516705,2022,86,32,3,2,28,5,1,1,0,4,4,2696.16,46,37.2
3516804,2010,2,16,0,0,0,0,0,4,3,18,7,213.54,0,0.05
3516804,2011,6,25,0,0,2,2,0,4,2,23,3.5,469.78,2,0.03
3516804,2012,8,28,0,0,2,2,0,2,2,15,1.5,832.8,2,0.11
3516804,2013,4,33,0,0,0,0,0,3,2,17,1,320.31,0,0.09
3516804,2014,7,29,0,0,1,1,2,2,2,18,1,790.09,3,0.13
3516804,2015,3,17,0,0,0,0,0,4,2,24,3,341.66,0,0.19
3516804,2016,2,14,0,0,0,0,0,5,4,15,6.5,128.12,0,0.02
3516804,2017,0,1,0,0,0,0,0,1,1,52,52,0,0,0.46
3516804,2018,23,21,2,0,4,3,1,4,0,5,3,3117.66,12,0.71
3516804,2019,42,20,1,1,7,1,3,2,2,11,1,4313.47,12,0.94
3516804,2020,2,19,0,0,0,0,0,5,4,18,7,149.48,0,1.55
3516804,2021,52,19,1,1,10,5.5,1,2,2,24,18.5,6854.58,13,1.5
3516804,2022,4,20,0,0,0,0,0,3,2,20,3,448.43,0,0.01
3516853,2010,9,28,0,0,1,1,2,2,2,22,16,1012.87,3,0.04
3516853,2011,3,4,0,0,0,0,0,5,2,22,4,147.71,0,0.16
3516853,2012,6,25,0,0,1,1,1,4,2,19,2,611.94,2,0.07
3516853,2013,4,28,0,0,0,0,0,4,3,11,2,464.23,0,0.05
3516853,2014,5,27,0,0,0,0,0,4,3,23,7.5,611.94,2,0.06
3516853,2015,3,23,0,0,0,0,0,3,2,27,16,147.71,0,0.07
3516853,2016,0,1,0,0,0,0,0,1,1,52,52,0,0,0.03
3516853,2017,5,14,0,0,0,0,0,5,4,13,9,211.01,1,1.33
3516853,2018,58,22,1,1,21,1,2,2,1,8,1,9959.91,25,1.22
3516853,2019,14,25,0,0,1,1,1,3,2,18,1,822.96,2,0.56
3516853,2020,13,19,0,0,2,2,0,5,1,10,2.5,1202.79,3,0.17
3516853,2021,75,31,1,1,16,1,3,2,1,9,2,13652.67,21,3.25
3516853,2022,53,25,1,1,28,14.5,1,1,0,3,1,13969.19,31,0.81
3516903,2010,2,11,0,0,0,0,0,3,2,12,1.5,210.03,0,0.04
3516903,2011,3,22,0,0,0,0,0,3,3,9,2,200.89,0,0.17
3516903,2012,12,31,1,0,5,1,2,3,3,12,8.5,913.16,10,0.41
3516903,2013,23,32,2,1,6,4.5,0,2,1,16,1.5,1287.55,10,0.7
3516903,2014,8,28,0,0,2,1,2,3,0,4,1.5,858.37,7,1.12
3516903,2015,48,21,1,1,7,1,3,4,1,7,2.5,2100.26,11,1.39
3516903,2016,2,24,0,0,0,0,0,4,2,21,3,164.37,0,0.22
3516903,2017,4,38,0,0,0,0,0,5,4,11,4,191.76,0,0.42
3516903,2018,17,30,1,1,13,1.5,2,1,1,8,1,1871.98,17,2.33
3516903,2019,42,20,1,1,20,20,0,3,0,4,2,3743.95,20,2.05
3516903,2020,10,33,0,0,2,2,0,4,1,6,2,630.08,4,4.07
3516903,2021,157,26,1,1,21,21,0,4,0,5,3,12090.22,21,3.81
3516903,2022,9,25,0,0,1,1,2,2,1,7,1,830.97,5,3.65
3517000,2010,2,20,0,0,0,0,0,5,2,12,2,132.02,0,0.03
3517000,2011,3,28,0,0,0,0,0,7,1,7,3,176.03,0,0.45
3517000,2012,27,25,1,1,7,7,0,2,2,14,13,1267.38,9,0.45
3517000,2013,4,30,0,0,0,0,0,6,4,8,3,220.03,0,3.06
3517000,2014,117,23,1,1,20,20,0,2,2,14,4.5,6741.77,20,2.94
3517000,2015,7,23,0,0,2,2,0,4,2,20,3,255.24,3,1.49
3517000,2016,2,4,0,0,0,0,0,5,2,20,3.5,52.81,0,0.04
3517000,2017,2,17,0,0,0,0,0,5,3,15,6.5,88.01,0,0.16
3517000,2018,77,29,1,1,11,11,0,2,2,15,1.5,3890.16,11,2.7
3517000,2019,15,21,1,0,3,2,1,2,2,15,1.5,572.08,4,2.59
3517000,2020,6,29,0,0,1,1,1,2,1,7,1,448.86,1,0.08
3517000,2021,24,30,3,1,7,2.5,2,1,1,12,2,1927.48,19,1.64
3517000,2022,19,25,1,1,8,1,4,1,0,3,1.5,2068.3,15,0.54
3517109,2010,8,5,0,0,1,1,1,3,1,21,1,687.5,2,0.13
3517109,2011,3,35,0,0,0,0,0,5,1,17,2,312.5,0,0.03
3517109,2012,5,33,0,0,0,0,0,5,2,11,4,729.17,1,0.11
3517109,2013,13,32,0,0,1,1,1,2,2,17,2,1020.83,1,0.85
3517109,2014,27,20,1,1,11,11,0,3,2,18,6,3958.33,11,0.48
3517109,2015,15,18,1,0,5,1,3,4,2,10,4,1937.5,9,0.57
3517109,2016,3,51,0,0,0,0,0,4,2,7,2,500,0,0.06
3517109,2017,2,6,0,0,0,0,0,2,1,45,3,83.33,0,0.28
3517109,2018,23,33,1,1,11,2,1,3,2,14,6.5,3812.5,15,0.73
3517109,2019,6,31,0,0,1,1,1,3,2,17,2,854.17,2,0.6
3517109,2020,3,22,0,0,0,0,0,4,2,13,2.5,687.5,0,0.35
3517109,2021,104,30,1,1,17,17,0,1,1,12,1,14375,19,3.3
3517109,2022,22,25,1,0,3,1,2,3,3,14,4,2104.17,6,3.17
3517208,2010,6,21,0,0,1,1,2,4,1,9,2.5,488.67,2,0.1
3517208,2011,4,29,0,0,0,0,0,3,3,15,1.5,193.78,0,0.18
3517208,2012,15,29,0,0,2,1,2,5,2,7,4,648.75,9,0.25
3517208,2013,15,34,1,1,6,6,0,3,1,11,2,791.98,8,2.4
3517208,2014,66,22,1,1,12,6.5,1,3,1,15,2.5,3614.46,14,2.25
3517208,2015,9,23,1,0,3,2,1,3,1,16,3,665.6,6,0.23
3517208,2016,4,20,0,0,0,0,0,3,2,23,1.5,160.08,0,0.14
3517208,2017,2,7,0,0,0,0,0,5,4,15,3,109.53,0,0.84
3517208,2018,54,30,3,1,13,4,0,2,2,12,5.5,4263.21,21,1.79
3517208,2019,12,21,0,0,1,1,3,2,1,9,2,817.26,7,1.6
3517208,2020,11,28,1,0,3,1,3,3,0,4,1,859.38,7,0.17
3517208,2021,20,33,1,1,9,9,0,2,1,16,2,1364.9,10,1.16
3517208,2022,45,28,1,1,25,25,0,1,1,11,6,4044.15,27,1.02
3517307,2010,4,24,0,0,0,0,0,4,2,20,4,331.18,0,0.05
3517307,2011,1,3,0,0,0,0,0,3,3,22,12.5,52.29,0,0.03
3517307,2012,4,33,0,0,0,0,0,2,2,26,7,296.32,0,0.07
3517307,2013,2,35,0,0,0,0,0,5,2,23,3,156.88,0,2.8
3517307,2014,135,19,1,1,17,17,0,2,2,18,13,12741.85,17,2.69
3517307,2015,5,18,0,0,0,0,0,2,1,15,1.5,784.38,1,0.33
3517307,2016,5,24,0,0,0,0,0,4,2,20,4,348.61,1,0.08
3517307,2017,5,25,0,0,0,0,0,6,2,10,3,418.34,1,0.14
3517307,2018,22,30,1,1,11,2,1,4,1,7,3.5,3276.97,16,1.94
3517307,2019,58,20,2,2,8,6,1,2,2,15,1,5839.29,16,1.95
3517307,2020,6,17,0,0,2,1.5,1,4,1,7,3,1272.44,3,0.15
3517307,2021,27,30,1,1,9,1,2,3,2,8,4.5,3869.62,15,0.94
3517307,2022,23,25,1,1,7,4.5,0,4,1,6,2,2283.42,10,0.68
3517406,2010,22,20,2,2,17,3.5,2,0,0,1,1,881.18,26,0.27
3517406,2011,82,30,2,1,24,3,1,0,0,1,1,1975.82,30,15.5
3517406,2012,244,22,1,1,21,11.5,0,0,0,2,1,6036.69,26,14.78
3517406,2013,13,26,1,1,7,1,4,0,0,2,1.5,459.21,13,4.44
3517406,2014,89,31,1,1,32,1,2,0,0,1,1,2916.57,35,37.73
3517406,2015,390,21,2,2,22,12,1,0,0,2,1,11425.52,36,36.72
3517406,2016,13,24,1,0,4,1,5,1,0,3,1,471.62,15,4.06
3517406,2017,11,15,1,0,3,1,3,0,0,2,1,362.4,12,8.19
3517406,2018,253,30,2,2,31,6,1,0,0,1,1,9392.61,38,20.39
3517406,2019,41,22,3,1,38,3,0,0,0,1,1,1757.39,47,17.85
3517406,2020,46,25,2,1,27,2,3,0,0,0,0,1543.92,44,2.96
3517406,2021,78,30,1,1,27,1.5,2,0,0,2,1.5,2472.26,36,8.24
3517406,2022,186,30,3,1,39,5,0,1,0,3,3,5617.2,48,5.97
3517505,2010,4,22,0,0,0,0,0,5,0,5,2,184.14,0,0.1
3517505,2011,5,16,0,0,0,0,0,4,0,5,1,188.98,1,0.97
3517505,2012,66,28,1,1,16,8.5,1,2,1,6,2,2621.51,20,1.99
3517505,2013,12,33,0,0,2,1,2,1,0,4,1,654.16,7,1.49
3517505,2014,47,28,1,1,16,2,1,0,0,1,1,2437.37,23,1.75
3517505,2015,37,25,2,1,11,3,0,1,0,3,1,1875.27,18,2.71
3517505,2016,5,18,0,0,0,0,0,4,1,6,2,208.36,1,0.5
3517505,2017,3,7,0,0,0,0,0,3,2,10,1.5,130.83,0,1.65
3517505,2018,101,28,1,1,19,10,1,2,2,7,2,3871.69,21,2.88
3517505,2019,16,20,3,0,4,2,1,1,0,3,1.5,1090.27,21,2.3
3517505,2020,59,30,1,1,20,20,0,2,2,8,2,3101.23,21,1.58
3517505,2021,113,30,1,1,15,8,1,3,1,6,2.5,3435.58,19,2.11
3517505,2022,42,32,1,1,21,21,0,1,0,4,1.5,2141.78,21,2.29
3517604,2010,3,21,0,0,0,0,0,6,2,21,4,73.7,0,0.03
3517604,2011,1,22,0,0,0,0,0,2,2,30,25.5,5.67,0,0
3517604,2012,1,3,0,0,0,0,0,3,2,23,12,17.01,0,0
3517604,2013,10,30,0,0,2,2,0,3,2,21,15,221.09,3,0.2
3517604,2014,10,26,0,0,1,1,2,2,1,19,1.5,266.44,3,0.09
3517604,2015,10,23,0,0,1,1,1,3,2,10,2,232.43,2,0.06
3517604,2016,3,16,0,0,0,0,0,5,3,15,10,85.03,0,0.04
3517604,2017,1,10,0,0,0,0,0,3,2,38,9,11.34,0,0.02
3517604,2018,2,33,0,0,0,0,0,3,2,28,9.5,28.34,0,0.01
3517604,2019,1,33,0,0,0,0,0,3,3,32,11,11.34,0,0.01
3517604,2020,2,29,0,0,0,0,0,2,2,25,22,22.68,0,0.01
3517604,2021,1,7,0,0,0,0,0,4,4,19,11.5,22.68,0,0.02
3517604,2022,38,32,1,1,9,9,0,4,2,11,2.5,1224.49,9,0.61
3517703,2010,33,25,1,1,14,14,0,5,1,10,4,1276.03,15,0.58
3517703,2011,3,38,0,0,0,0,0,4,4,14,7,61.67,0,4.29
3517703,2012,137,21,1,1,14,7.5,1,3,2,19,5,4757.84,15,4.3
3517703,2013,2,26,0,0,0,0,0,7,4,9,5.5,56.92,0,0.72
3517703,2014,18,27,0,0,1,1,6,2,1,8,2,597.69,10,1.31
3517703,2015,47,7,1,1,6,1,2,5,1,16,3,815.9,8,1.32
3517703,2016,3,16,0,0,0,0,0,3,3,15,2,47.44,0,0.02
3517703,2017,10,39,0,0,2,2,0,4,3,9,4.5,445.9,8,2.38
3517703,2018,69,22,1,1,14,14,0,3,2,14,6.5,1921.16,16,2.21
3517703,2019,5,21,0,0,0,0,0,3,1,22,1,104.36,1,0.2
3517703,2020,2,19,0,0,0,0,0,4,3,27,8,23.72,0,0.03
3517703,2021,7,30,0,0,1,1,1,3,1,29,3,99.62,1,0.14
3517703,2022,4,31,0,0,0,0,0,4,2,19,2,147.05,0,0.04
3517802,2010,15,16,1,0,4,1,3,3,2,8,1,1523.74,10,0.53
3517802,2011,7,27,1,0,3,3,0,3,0,4,1,850.46,4,2.25
3517802,2012,94,24,1,1,20,1,2,1,0,3,1,7169.86,24,1.88
3517802,2013,19,33,2,0,4,2,3,0,0,1,1,2527.76,18,1.09
